species,bone,bone_group,specimen,view,pca_x,pca_y
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,6,3.985039279834981,-1.2060135767689628
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,7,4.225551483130211,-1.8007438852086595
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,8,1.8702610315301667,1.642402070460658
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,9,1.7591493800461493,1.144305134199349
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,10,4.241028903268402,-1.0712059897491772
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,11,3.3675426219952165,-3.1578468162543794
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,12,1.7042103745452193,0.4633498853583796
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,13,1.1075891401809148,1.4938763984698966
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,14,3.688003726359917,-1.3079741451929654
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,15,3.0564519159331813,-3.529514813655839
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,16,2.6006064185931086,0.44918370523972684
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,17,2.7969721727775196,1.2232718811692473
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,18,3.229613200513606,0.62164762068922
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,19,5.915263415305146,-1.386620354830569
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,20,4.16915644068569,0.5785131177080267
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,21,3.6215188722954075,1.7605551183992565
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,22,4.872652880374566,2.1770018862328655
gorilla_gorilla_gorilla,cranium,cranio,nmnhvz_10201159,23,5.560673833868114,2.9257506287103214
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,0,2.9801517393217356,2.6610156017487996
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,1,3.37906592968981,1.8990886198473855
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,2,-0.0702458690862215,-0.6617104659841779
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,3,3.271023269978713,1.7715632794172294
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,4,4.382499408563486,0.15164075967609408
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,5,3.0718156582803977,0.3148635193860383
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,6,3.2575835470723153,1.3106352729895303
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,7,0.5396550282328161,-0.7349625272910394
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,8,2.459086906818822,-0.04804477711260957
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,9,1.255550439095475,-0.09163939800839899
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,10,1.4016727230135377,-0.7374521108731871
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,11,-0.09532594617672945,-2.3070933222197096
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,12,1.984319839050744,-0.7806591666475293
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,13,0.6633976158337981,-0.18994843671788003
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,14,0.30522756541096957,-0.4128289008229434
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,15,2.020682797506782,0.7342426087759608
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,16,0.6163715571449426,-0.46321447497499146
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,17,2.0499386390107692,0.21961577360727627
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,18,5.2814687860074585,0.5798727768541208
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,19,1.8185184042089375,-1.861586942483655
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,20,3.6755868605551973,0.9168268473203776
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,21,4.622839298865679,1.060620232981214
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,22,3.27405740445131,1.1350635734647725
gorilla_gorilla_gorilla,mandible,mandibula_maxilar,nmnhvz_10201159,23,2.165440472881497,3.058226528983582
homo_naledi,clavicle,hueso_largo,000026238,0,-4.893179928676847,-7.514027934638706
homo_naledi,clavicle,hueso_largo,000026238,1,-6.102602481243716,-1.0231881809234242
homo_naledi,clavicle,hueso_largo,000026238,2,-5.415068562896746,-3.149335149585323
homo_naledi,clavicle,hueso_largo,000026238,3,-6.643030564541748,0.9718246210022481
homo_naledi,clavicle,hueso_largo,000026238,4,-5.992588948506813,-0.14601714361479667
homo_naledi,clavicle,hueso_largo,000026238,5,-6.364324700329766,-0.3078460766377995
homo_naledi,clavicle,hueso_largo,000026238,6,-7.017252356062231,1.5422823457871693
homo_naledi,clavicle,hueso_largo,000026238,7,-6.37535112801661,2.5905066085967237
homo_naledi,clavicle,hueso_largo,000026238,8,-6.789862540959571,1.4062451998173315
homo_naledi,clavicle,hueso_largo,000026238,9,-6.572800728198113,0.1635945226932542
homo_naledi,clavicle,hueso_largo,000026238,10,-6.715547869165167,0.7596235905663896
homo_naledi,clavicle,hueso_largo,000026238,11,-6.955838095815513,0.6938277144037651
homo_naledi,clavicle,hueso_largo,000026238,12,-6.9797835666199965,0.8549392853879559
homo_naledi,clavicle,hueso_largo,000026238,13,-6.6822527413975035,0.30898543677179
homo_naledi,clavicle,hueso_largo,000026238,14,-6.501376414372573,1.173475578906624
homo_naledi,clavicle,hueso_largo,000026238,15,-7.101839623966343,3.6687826686060285
homo_naledi,clavicle,hueso_largo,000026238,16,-6.67065141703055,1.1562996666234078
homo_naledi,clavicle,hueso_largo,000026238,17,-6.207378457378758,0.7189780059728337
homo_naledi,clavicle,hueso_largo,000026238,18,-6.438772859861274,1.5824714723148328
homo_naledi,clavicle,hueso_largo,000026238,19,-7.112072947145177,-1.1543653422497397
homo_naledi,clavicle,hueso_largo,000026238,20,-7.1084363371999215,-0.16900518166336567
homo_naledi,clavicle,hueso_largo,000026238,21,-6.104355400017637,-2.382431063227836
homo_naledi,clavicle,hueso_largo,000026238,22,-4.444713943807417,-6.413537777873845
homo_naledi,clavicle,hueso_largo,000026238,23,-4.59042195987812,-6.986829831176162
homo_naledi,mandible,mandibula_maxilar,000006541,0,1.0306825627058565,1.4818161214096
homo_naledi,mandible,mandibula_maxilar,000006541,1,1.3527195088340855,1.4650071954543709
homo_naledi,mandible,mandibula_maxilar,000006541,2,0.896965422918766,0.7760891190487936
homo_naledi,mandible,mandibula_maxilar,000006541,3,2.3699420903923905,0.36721759755976197
homo_naledi,mandible,mandibula_maxilar,000006541,4,4.577875162360673,0.34072594024394076
homo_naledi,mandible,mandibula_maxilar,000006541,5,2.8581027146729876,1.2051472780732486
homo_naledi,mandible,mandibula_maxilar,000006541,6,0.8495326503645155,0.17026131028435657
homo_naledi,mandible,mandibula_maxilar,000006541,7,0.4855453955166847,-0.15916152883253798
homo_naledi,mandible,mandibula_maxilar,000006541,8,1.5323971978880895,-0.7634115881840932
homo_naledi,mandible,mandibula_maxilar,000006541,9,0.7155619131470244,0.7821298569828492
homo_naledi,mandible,mandibula_maxilar,000006541,10,-0.9744184529401212,-0.12095188136091033
homo_naledi,mandible,mandibula_maxilar,000006541,11,0.5488004596710204,-1.4630920921800321
homo_naledi,mandible,mandibula_maxilar,000006541,12,0.4786372801565705,-1.1238414467914366
homo_naledi,mandible,mandibula_maxilar,000006541,13,-0.9754219851045123,-0.8980253322127597
homo_naledi,mandible,mandibula_maxilar,000006541,14,1.225737182620843,0.36817462232540277
homo_naledi,mandible,mandibula_maxilar,000006541,15,-0.3244971263967888,-0.15175543032314123
homo_naledi,mandible,mandibula_maxilar,000006541,16,1.8111588659013391,0.43628045749273925
homo_naledi,mandible,mandibula_maxilar,000006541,17,2.3930307901907897,0.510270187273527
homo_naledi,mandible,mandibula_maxilar,000006541,18,1.712422494877511,0.837808313622107
homo_naledi,mandible,mandibula_maxilar,000006541,19,1.2999897862228418,-0.18883543416225704
homo_naledi,mandible,mandibula_maxilar,000006541,20,1.6651800079169288,0.9397519945508644
homo_naledi,mandible,mandibula_maxilar,000006541,21,5.889327118711581,0.7504436428977399
homo_naledi,mandible,mandibula_maxilar,000006541,22,1.9487464171443434,0.9102574510157726
homo_naledi,mandible,mandibula_maxilar,000006541,23,1.3255147010764674,0.8097676969941128
homo_naledi,maxilla,mandibula_maxilar,000006483,0,2.935530724252276,-0.22844600613454186
homo_naledi,maxilla,mandibula_maxilar,000006483,1,3.944744549655971,-1.6774342673986937
homo_naledi,maxilla,mandibula_maxilar,000006483,2,0.6887661154703381,0.6467877563161656
homo_naledi,maxilla,mandibula_maxilar,000006483,3,5.258011562780332,-0.06033145886037805
homo_naledi,maxilla,mandibula_maxilar,000006483,4,1.0195489046256512,-2.1033825438440727
homo_naledi,maxilla,mandibula_maxilar,000006483,5,3.179042423219633,-1.3711588737466827
homo_naledi,maxilla,mandibula_maxilar,000006483,6,3.900045121161093,-2.080736393462292
homo_naledi,maxilla,mandibula_maxilar,000006483,7,1.0060475913260067,1.4322074732414074
homo_naledi,maxilla,mandibula_maxilar,000006483,8,4.824272968682161,-0.40944632852230284
homo_naledi,maxilla,mandibula_maxilar,000006483,9,2.216068868063718,-1.925214014224039
homo_naledi,maxilla,mandibula_maxilar,000006483,10,1.3747280737020415,-0.9402055435050346
homo_naledi,maxilla,mandibula_maxilar,000006483,11,0.7619529927436128,0.10958928831446535
homo_naledi,maxilla,mandibula_maxilar,000006483,12,4.703869967201233,-0.39012876275232955
homo_naledi,maxilla,mandibula_maxilar,000006483,13,1.9552243874581967,-3.967434695824967
homo_naledi,maxilla,mandibula_maxilar,000006483,14,-0.4614009967170093,-0.9555972009552767
homo_naledi,maxilla,mandibula_maxilar,000006483,15,3.06921396887267,-0.6291736609842852
homo_naledi,maxilla,mandibula_maxilar,000006483,16,1.8738319678407689,-0.4851193581182421
homo_naledi,maxilla,mandibula_maxilar,000006483,17,5.235601702219561,-0.7114757558245177
homo_naledi,maxilla,mandibula_maxilar,000006483,18,4.814817889177803,-3.4642892506494603
homo_naledi,maxilla,mandibula_maxilar,000006483,19,0.19009109948363653,-0.4982722740488469
homo_naledi,maxilla,mandibula_maxilar,000006483,20,6.385091603817489,0.4361828938182731
homo_naledi,maxilla,mandibula_maxilar,000006483,21,1.3942086054725331,-1.6107512325746196
homo_naledi,maxilla,mandibula_maxilar,000006483,22,2.635347335328898,-0.7299395976325844
homo_naledi,maxilla,mandibula_maxilar,000006483,23,3.039631602150861,-0.3480315413547362
homo_naledi,patella,hueso_pequeno,000705030,0,9.689302792083144,-0.1389215558734743
homo_naledi,patella,hueso_pequeno,000705030,1,8.899430321630105,1.3617746768760934
homo_naledi,patella,hueso_pequeno,000705030,2,4.520940790696724,-0.8547012032944831
homo_naledi,patella,hueso_pequeno,000705030,3,8.82327150837209,1.615918257981592
homo_naledi,patella,hueso_pequeno,000705030,4,4.418733625074114,0.9910511456972213
homo_naledi,patella,hueso_pequeno,000705030,5,7.132739062294639,0.14494923176897168
homo_naledi,patella,hueso_pequeno,000705030,6,8.91491163158826,2.688796515687699
homo_naledi,patella,hueso_pequeno,000705030,7,5.304673290185663,-0.7095704429233032
homo_naledi,patella,hueso_pequeno,000705030,8,7.426343715627798,1.2821363151693426
homo_naledi,patella,hueso_pequeno,000705030,9,4.8545418348420615,1.0751828511339614
homo_naledi,patella,hueso_pequeno,000705030,10,5.360724734966521,-0.2480826131142749
homo_naledi,patella,hueso_pequeno,000705030,11,6.9307492324394975,0.4435957143409754
homo_naledi,patella,hueso_pequeno,000705030,12,6.197637376969978,1.1561660581917443
homo_naledi,patella,hueso_pequeno,000705030,13,3.6961291586035987,1.0773344232365365
homo_naledi,patella,hueso_pequeno,000705030,14,7.059060609656236,0.09374964397660758
homo_naledi,patella,hueso_pequeno,000705030,15,10.34084507774534,1.929512089518025
homo_naledi,patella,hueso_pequeno,000705030,16,4.997972049643978,1.0972317580636515
homo_naledi,patella,hueso_pequeno,000705030,17,5.242511191922605,0.7531744317471882
homo_naledi,patella,hueso_pequeno,000705030,18,6.881538607560118,1.708834656037616
homo_naledi,patella,hueso_pequeno,000705030,19,5.115124451460293,-2.2953580329107406
homo_naledi,patella,hueso_pequeno,000705030,20,8.919351235895878,2.790246204063267
homo_naledi,patella,hueso_pequeno,000705030,21,5.477445787184816,1.0963271648589221
homo_naledi,patella,hueso_pequeno,000705030,22,7.194867901646948,-1.18733730876559
homo_naledi,patella,hueso_pequeno,000705030,23,9.800658250968171,0.7910444197992449
homo_naledi,rib,costilla,000026248,0,-4.875813892215493,-1.305474748321595
homo_naledi,rib,costilla,000026248,1,-0.010237411753032196,-1.8314589505593397
homo_naledi,rib,costilla,000026248,2,0.6255459783229004,-1.4316577992849373
homo_naledi,rib,costilla,000026248,3,-4.342506770418818,0.08178264643524849
homo_naledi,rib,costilla,000026248,4,-3.3345696559032945,-1.6187148943647738
homo_naledi,rib,costilla,000026248,5,-0.43347790069581227,0.8039703603935106
homo_naledi,rib,costilla,000026248,6,-0.5756839282727427,1.0707501082406243
homo_naledi,rib,costilla,000026248,7,-3.385538079421893,0.7554922483522714
homo_naledi,rib,costilla,000026248,8,-4.288389430228439,0.12841246138742599
homo_naledi,rib,costilla,000026248,9,-1.2239602087773673,0.7743583911181409
homo_naledi,rib,costilla,000026248,10,-0.09968271591312838,1.374233558194573
homo_naledi,rib,costilla,000026248,11,-1.54174557350503,0.6248736657269152
homo_naledi,rib,costilla,000026248,12,-6.131997755809737,-0.9284728651326857
homo_naledi,rib,costilla,000026248,13,-1.168364582703921,0.3343777477565337
homo_naledi,rib,costilla,000026248,14,-0.6464086312554504,0.9302437374412957
homo_naledi,rib,costilla,000026248,15,-2.669749282591984,2.079367899435608
homo_naledi,rib,costilla,000026248,16,-5.77517763543436,0.8315374429641178
homo_naledi,rib,costilla,000026248,17,-3.3040067455664106,0.6693270693270081
homo_naledi,rib,costilla,000026248,18,-0.017307120365026712,0.4235467429148856
homo_naledi,rib,costilla,000026248,19,-0.4134489870962577,0.3291157908324343
homo_naledi,rib,costilla,000026248,20,-6.186607928467647,-0.13327103911235835
homo_naledi,rib,costilla,000026248,21,-3.1211517066480496,-3.31180473813843
homo_naledi,rib,costilla,000026248,22,-2.1137296414910574,-2.0312235156440903
homo_naledi,rib,costilla,000026248,23,-5.596673766135198,-4.202223477556122
homo_naledi,sacrum,sacro,000006552,0,-5.67580180550602,-5.010790742309967
homo_naledi,sacrum,sacro,000006552,1,-5.5655929477461346,-5.151033347599317
homo_naledi,sacrum,sacro,000006552,2,-6.071547806207853,-5.792685341447357
homo_naledi,sacrum,sacro,000006552,3,-4.820796557081723,-4.846985052928636
homo_naledi,sacrum,sacro,000006552,4,-5.501347667933794,-5.985619556471921
homo_naledi,sacrum,sacro,000006552,5,-4.7973013900641535,-5.641908411032813
homo_naledi,sacrum,sacro,000006552,6,-5.065440667667459,-6.715313705380941
homo_naledi,sacrum,sacro,000006552,7,-5.467059087388153,-6.8994820691383385
homo_naledi,sacrum,sacro,000006552,8,-4.136192502212552,-3.4894696764685142
homo_naledi,sacrum,sacro,000006552,9,-4.718508806338594,-6.329796357496029
homo_naledi,sacrum,sacro,000006552,10,-3.4844952367336206,-9.968092494448902
homo_naledi,sacrum,sacro,000006552,11,-2.9789116816242798,-6.703395034300353
homo_naledi,sacrum,sacro,000006552,12,-4.385836460551974,-5.0367626371583745
homo_naledi,sacrum,sacro,000006552,13,-4.125679307797761,-4.043585595609888
homo_naledi,sacrum,sacro,000006552,14,-4.558647530112185,-6.854508654667584
homo_naledi,sacrum,sacro,000006552,15,-2.371532922171829,-7.38095826698995
homo_naledi,sacrum,sacro,000006552,16,-3.5903043255876312,-4.432966069887077
homo_naledi,sacrum,sacro,000006552,17,-4.424128057587673,-4.068585084601251
homo_naledi,sacrum,sacro,000006552,18,-3.79421833158882,-4.246038138833579
homo_naledi,sacrum,sacro,000006552,19,-3.8320694034484575,-5.965598017578377
homo_naledi,sacrum,sacro,000006552,20,-3.307345980454921,-2.292226124128662
homo_naledi,sacrum,sacro,000006552,21,-3.2008508171502617,-2.122364718544294
homo_naledi,sacrum,sacro,000006552,22,-3.7108500690767094,-2.600472601214613
homo_naledi,sacrum,sacro,000006552,23,-4.341742687159821,-2.2666119058066974
homo_naledi,ulna,hueso_largo,000026237,0,-6.930941067934142,2.171006634612454
homo_naledi,ulna,hueso_largo,000026237,1,-7.205605527363297,2.122549438251706
homo_naledi,ulna,hueso_largo,000026237,2,-7.338893905307681,2.0725156106800986
homo_naledi,ulna,hueso_largo,000026237,3,-5.874310481158198,-4.155641870791125
homo_naledi,ulna,hueso_largo,000026237,4,-7.507417158846407,2.3814107769859576
homo_naledi,ulna,hueso_largo,000026237,5,-6.97694335050695,1.9433194659563326
homo_naledi,ulna,hueso_largo,000026237,6,-7.297499584567009,1.0565184200297828
homo_naledi,ulna,hueso_largo,000026237,7,-7.007868774164802,0.1487846275075738
homo_naledi,ulna,hueso_largo,000026237,8,-6.113508479673424,-2.849614447892596
homo_naledi,ulna,hueso_largo,000026237,9,-7.970434934317562,3.436514957043588
homo_naledi,ulna,hueso_largo,000026237,10,-7.753123168214202,2.7986617681029133
homo_naledi,ulna,hueso_largo,000026237,11,-6.3343101904562715,-1.3928237334440685
homo_naledi,ulna,hueso_largo,000026237,12,-7.083920150096758,-2.216470474815556
homo_naledi,ulna,hueso_largo,000026237,13,-7.592369722120902,2.5676548535134414
homo_naledi,ulna,hueso_largo,000026237,14,-7.565619773716041,2.894042983751495
homo_naledi,ulna,hueso_largo,000026237,15,-7.354670455828421,-1.249752237389482
homo_naledi,ulna,hueso_largo,000026237,16,-6.7617980896067404,-0.009088451511161083
homo_naledi,ulna,hueso_largo,000026237,17,-7.788635141722838,-1.7666938026546777
homo_naledi,ulna,hueso_largo,000026237,18,-7.7720352308822855,1.7580627832588365
homo_naledi,ulna,hueso_largo,000026237,19,-7.466871752638887,1.532807690974656
homo_naledi,ulna,hueso_largo,000026237,20,-6.874283958942868,-3.9800899639073353
homo_naledi,ulna,hueso_largo,000026237,21,-7.3359347338165435,2.614542042245503
homo_naledi,ulna,hueso_largo,000026237,22,-7.250571965141007,2.734197643429275
homo_naledi,ulna,hueso_largo,000026237,23,-7.510067557894204,1.0802189809414675
homo_naledi,vertebra,vertebra,000006548,0,-2.342515988075276,-6.739691505879268
homo_naledi,vertebra,vertebra,000006548,1,-2.5743070201011173,-6.552568696258697
homo_naledi,vertebra,vertebra,000006548,2,-1.6142420156002772,-7.778579168943975
homo_naledi,vertebra,vertebra,000006548,3,-1.422719518890235,-6.655333033973059
homo_naledi,vertebra,vertebra,000006548,4,-2.0539146297894857,-7.410216982829379
homo_naledi,vertebra,vertebra,000006548,5,-2.0468747217421086,-8.4769975992323
homo_naledi,vertebra,vertebra,000006548,6,-1.8391375066157312,-7.588703367762806
homo_naledi,vertebra,vertebra,000006548,7,-2.164154219693362,-7.341294359803623
homo_naledi,vertebra,vertebra,000006548,8,-2.2353715246439014,-6.64805509795749
homo_naledi,vertebra,vertebra,000006548,9,-2.9930941771610957,-6.560394673332009
homo_naledi,vertebra,vertebra,000006548,10,-1.2704078227352629,-8.191818976747795
homo_naledi,vertebra,vertebra,000006548,11,-2.013157843250323,-8.325091346706534
homo_naledi,vertebra,vertebra,000006548,12,-2.5821854455730264,-7.855789791710115
homo_naledi,vertebra,vertebra,000006548,13,-3.15279356371257,-5.287157870002347
homo_naledi,vertebra,vertebra,000006548,14,-3.038515271955169,-6.878800195619276
homo_naledi,vertebra,vertebra,000006548,15,-1.6552439304148912,-6.762389054581247
homo_naledi,vertebra,vertebra,000006548,16,-0.8459587355978765,-7.687700980802064
homo_naledi,vertebra,vertebra,000006548,17,-2.0548210568762157,-4.891029467747999
homo_naledi,vertebra,vertebra,000006548,18,-0.26945742579830073,-4.473909854101334
homo_naledi,vertebra,vertebra,000006548,19,-0.12109196913772317,-5.5148119629315415
homo_naledi,vertebra,vertebra,000006548,20,-0.23363530878728725,-5.49119181808488
homo_naledi,vertebra,vertebra,000006548,21,-0.18070776695289842,-4.9281307646120425
homo_naledi,vertebra,vertebra,000006548,22,0.2125626385143868,-3.951054997098456
homo_naledi,vertebra,vertebra,000006548,23,-0.5227421723945682,-4.420259793879586
homo_sapiens,clavicle,hueso_largo,sketchfab_b58db46ed8564fedade966310a3e95ae,0,-4.088265673966462,-7.571648932623774
homo_sapiens,clavicle,hueso_largo,sketchfab_b58db46ed8564fedade966310a3e95ae,1,-4.076123559209327,-3.7449566144902593
homo_sapiens,clavicle,hueso_largo,sketchfab_b58db46ed8564fedade966310a3e95ae,2,-5.885997784306828,-1.633012728307356
